"","district_reporting","total_settlements","school_not_attend_perc","no_edu_children_perc","children_removed_perc","no_edu_children","school_not_attend","children_removed","htr_eie_score","htr_eie_rank","htr_eie_rank_high","protect_incident_extreme_perc","protect_incident_severe_perc","gbv_incidents_perc","phys_injury_perc","no_tazkira_perc","explosive_extreme_perc","explosive_severe_perc","explosive_stress_perc","safety_rating_perc","protect_incident_extreme","protect_incident_severe","gbv_incidents","phys_injury","no_tazkira","explosive_extreme","explosive_severe","explosive_stress","safety_rating","htr_prot_score","htr_prot_rank","htr_prot_rank_high","nutrition_no_access_perc","malnut_extreme_perc","malnut_severe_perc","malnut_stress_perc","nutrition_no_access","malnut_extreme","malnut_severe","malnut_stress","malnutrition_score","htr_nut_score","htr_nut_rank","htr_nut_rank_high","unprotect_water_extreme_perc.x","unprotect_water_severe_perc.x","waste_disposal_severe_perc.x","water_no_access_perc.x","soap_access_perc.x","unprotect_water_extreme.x","unprotect_water_severe.x","waste_disposal_severe.x","water_no_access.x","soap_access.x","htr_wash_score.x","htr_wash_rank.x","htr_wash_high.x","hunger_extreme_perc","hunger_severe_perc","borrow_extreme_perc","borrow_severe_perc","reduced_food_extreme_perc","reduced_food_severe_perc","livestock_impact_extreme_perc","livestock_impact_severe_perc","ag_impact_extreme_perc","ag_impact_severe_perc","hunger_extreme","hunger_severe","borrow_extreme","borrow_severe","reduced_food_extreme","reduced_food_severe","livestock_impact_extreme","livestock_impact_severe","ag_impact_extreme","ag_impact_severe","htr_fsa_score","htr_fsa_rank","htr_fsa_rank_high","unprotect_water_extreme_perc.y","unprotect_water_severe_perc.y","waste_disposal_severe_perc.y","water_no_access_perc.y","soap_access_perc.y","unprotect_water_extreme.y","unprotect_water_severe.y","waste_disposal_severe.y","water_no_access.y","soap_access.y","htr_wash_score.y","htr_wash_rank.y","htr_wash_high.y","shelter_type_severe_perc","no_shelter_open_perc","shelter_destroyed_extreme_perc","shelter_destroyed_severe_perc","nfi_market_perc","shelter_type_severe","no_shelter_open","shelter_destroyed_extreme","shelter_destroyed_severe","nfi_market","htr_esnfi_score","htr_esnfi_rank","htr_esnfi_rank_high","more_people_died_perc","health_functioning_access_perc","health_closed_perc","birth_hospital_perc","health_prio_perc","more_people_died","health_functioning_access","health_closed","birth_hospital","health_prio","htr_health_score","htr_health_rank","htr_health_rank_high"
"27","daychopan",26,1,0.961538461538462,0,4,4,0,8,3,1,0.423076923076923,0.769230769230769,0.0384615384615385,0.346153846153846,0.0384615384615385,0.0769230769230769,0.115384615384615,0.0384615384615385,0.269230769230769,3,4,0,3,0,0,0,0,2,12,2,0,0.961538461538462,0,0,0.115384615384615,6,0,0,0,0,6,2,0,0.653846153846154,0.153846153846154,1,0,0.423076923076923,6,0,2,0,1,9,3,1,0,0,0,0,0,0,0,0.153846153846154,0.0769230769230769,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,1,0,0.653846153846154,0.153846153846154,1,0,0.423076923076923,6,0,2,0,1,9,3,1,0,0,0,0,1,0,0,0,0,4,4,1,0,0.0384615384615385,1,0,0.923076923076923,0.846153846153846,0,6,0,2,4,12,3,1
"28","deh_bala",26,0.384615384615385,0.346153846153846,0.230769230769231,2,2,4,8,3,1,0.5,0.461538461538462,0.153846153846154,0.384615384615385,0,0.384615384615385,0.384615384615385,0.346153846153846,0.346153846153846,3,2,0,3,0,3,2,1,2,16,2,0,0.653846153846154,0.115384615384615,0.5,0.384615384615385,6,0,2,1,2,8,3,1,0,0.230769230769231,1,0.0769230769230769,0.346153846153846,0,2,2,0,1,5,2,0,0.0384615384615385,0.461538461538462,0.230769230769231,0.730769230769231,0.0384615384615385,0.307692307692308,0.346153846153846,0,0.230769230769231,0.0769230769230769,0,4,0,2,0,1,3,0,0,0,10,2,0,0,0.230769230769231,1,0.0769230769230769,0.346153846153846,0,2,2,0,1,5,2,0,0,0.0384615384615385,0.0384615384615385,0.192307692307692,1,0,0,0,0,4,4,1,0,0.115384615384615,0.307692307692308,0.192307692307692,0.307692307692308,0.576923076923077,0,3,0,1,4,8,2,0
"29","deh_e_shu",32,1,0.84375,0,4,4,0,8,3,1,0,0,0.03125,0.03125,0.09375,0.09375,0.0625,0.03125,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.125,0.78125,6,0,0,2,2,8,3,1,0.53125,0.46875,0.9375,0,0.6875,6,4,2,0,2,14,3,1,0,0,0.34375,0.46875,0.40625,0.34375,0.125,0.6875,0.46875,0.0625,0,0,2,1,2,1,0,2,2,0,10,2,0,0.53125,0.46875,0.9375,0,0.6875,6,4,2,0,2,14,3,1,0.03125,0.09375,0.03125,0.1875,0.9375,0,0,0,0,4,4,1,0,0,0.9375,0,0.9375,1,0,6,0,2,4,12,3,1
"30","deh_yak",15,1,0.2,0.133333333333333,0,4,0,4,2,0,1,1,0.133333333333333,0.533333333333333,0,0.2,0.133333333333333,0.2,0.266666666666667,6,4,0,6,0,0,0,0,2,18,2,0,0.4,0.466666666666667,0.266666666666667,0.266666666666667,3,3,2,1,2,5,2,0,0,0.733333333333333,0.266666666666667,0,0,0,4,0,0,0,4,1,0,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0,0.133333333333333,0.533333333333333,0,0.133333333333333,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0.733333333333333,0.266666666666667,0,0,0,4,0,0,0,4,1,0,0,0.2,0.0666666666666667,0,0.733333333333333,0,0,0,0,2,2,1,0,0.133333333333333,0.133333333333333,0,0.533333333333333,0.6,0,0,0,2,4,6,2,0
"31","dehrawud",25,1,0.56,0,4,4,0,8,3,1,0,0.08,0,0.04,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.72,0.28,0.64,0.04,6,3,4,0,4,10,4,1,0,0.24,0.92,0,0.16,0,2,2,0,0,4,1,0,0.04,0.4,0,0.44,0,0.2,0.04,0,0,0,0,4,0,1,0,0,0,0,0,0,5,1,0,0,0.24,0.92,0,0.16,0,2,2,0,0,4,1,0,0.08,0.04,0,0,0.68,0,0,0,0,2,2,1,0,0,0.44,0.04,0.52,0.92,0,3,0,2,4,9,3,1
"32","eshkmesh",16,0.3125,0.1875,0.8125,0,2,8,10,3,1,0.625,0.625,1,0.625,0,0.5625,0.5625,0.625,0.3125,6,4,6,6,0,6,4,2,2,36,4,1,0.875,0,0.8125,0.1875,6,0,4,0,4,10,4,1,0.1875,0.5625,0.625,0.0625,0,3,4,1,0,0,8,2,0,0,0.75,0.3125,0.5,0.125,0.8125,0.5,0.5,0.5,0.1875,0,4,2,1,0,2,3,1,2,0,15,2,0,0.1875,0.5625,0.625,0.0625,0,3,4,1,0,0,8,2,0,0,0.375,0.1875,0.3125,0,0,1,0,2,0,3,1,0,0.375,0.4375,0.875,0.4375,0.1875,1,3,6,1,0,11,3,1
"33","farah",33,0.303030303030303,0.242424242424242,0.575757575757576,0,2,8,10,3,1,0.909090909090909,0.818181818181818,0.727272727272727,0.696969696969697,0,0.181818181818182,0.151515151515152,0.0606060606060606,0.96969696969697,6,4,6,6,0,0,0,0,4,26,3,1,0.818181818181818,0.0303030303030303,0,0.909090909090909,6,0,0,2,2,8,3,1,0,0,0.878787878787879,0.0303030303030303,0.363636363636364,0,0,2,0,1,3,1,0,0.0606060606060606,0.363636363636364,0.121212121212121,0.696969696969697,0.0303030303030303,0.303030303030303,0.393939393939394,0.181818181818182,0,0.0606060606060606,0,4,0,2,0,1,3,0,0,0,10,2,0,0,0,0.878787878787879,0.0303030303030303,0.363636363636364,0,0,2,0,1,3,1,0,0.181818181818182,0.272727272727273,0.0303030303030303,0.0606060606060606,0.909090909090909,0,1,0,0,4,5,2,0,0.121212121212121,0.424242424242424,0.0909090909090909,0.151515151515152,0.848484848484849,0,3,0,0,4,7,2,0
"34","garmser",36,0.916666666666667,0.0277777777777778,0.916666666666667,0,4,8,12,4,1,1,0.944444444444444,1,0.694444444444444,0.0277777777777778,0.972222222222222,0.972222222222222,0.916666666666667,1,6,4,6,6,0,6,4,2,4,38,4,1,1,1,0,0,6,6,0,0,6,12,4,1,0.388888888888889,0,1,0,0,6,0,2,0,0,8,2,0,0,0.138888888888889,0,0.25,0.0833333333333333,0.222222222222222,0.0555555555555556,0.944444444444444,0.194444444444444,0.611111111111111,0,0,0,0,0,0,0,2,0,2,4,1,0,0.388888888888889,0,1,0,0,6,0,2,0,0,8,2,0,0,0.222222222222222,0.194444444444444,0.222222222222222,0.111111111111111,0,0,0,0,0,0,1,0,0,0.0277777777777778,0.638888888888889,0.916666666666667,0.222222222222222,0,0,6,2,0,8,2,0
"35","garzewan",30,0.866666666666667,0.4,0.633333333333333,2,4,8,14,4,1,1,1,0.966666666666667,1,0,0.933333333333333,0.933333333333333,0.9,0.666666666666667,6,4,6,6,0,6,4,2,4,38,4,1,1,0.1,0.266666666666667,0.6,6,0,2,2,2,8,3,1,0.833333333333333,0,1,0.333333333333333,0.0333333333333333,6,0,2,3,0,11,3,1,0.0333333333333333,0.9,0.133333333333333,0.733333333333333,0,0.466666666666667,0.4,0.266666666666667,0.0666666666666667,0.2,0,4,0,2,0,1,3,1,0,0,11,2,0,0.833333333333333,0,1,0.333333333333333,0.0333333333333333,6,0,2,3,0,11,3,1,0.166666666666667,0.333333333333333,0.133333333333333,0.4,0.866666666666667,0,1,0,2,4,7,2,0,0.833333333333333,0.3,0.0666666666666667,0.8,0.9,2,3,0,2,4,11,3,1
"36","ghazi_abad",23,0.565217391304348,0.0434782608695652,0,0,4,0,4,2,0,0.695652173913043,0.869565217391304,0,0.434782608695652,0.173913043478261,0,0.0434782608695652,0,0,6,4,0,3,0,0,0,0,0,13,2,0,0.565217391304348,0.0434782608695652,0.304347826086957,0.434782608695652,6,0,2,1,2,8,3,1,0.434782608695652,0.304347826086957,0.0434782608695652,0.0434782608695652,0.173913043478261,6,2,0,0,0,8,2,0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.347826086956522,0,0,0.0869565217391304,0.217391304347826,0,0.0869565217391304,0,0,0,1,0,0,0,0,0,0,1,1,0,0.434782608695652,0.304347826086957,0.0434782608695652,0.0434782608695652,0.173913043478261,6,2,0,0,0,8,2,0,0,0.0434782608695652,0,0,0.826086956521739,0,0,0,0,4,4,1,0,0.391304347826087,0.521739130434783,0,0.565217391304348,0.565217391304348,1,6,0,2,4,13,3,1
"37","ghorak",17,1,1,0.705882352941177,4,4,8,16,4,1,0.882352941176471,0.882352941176471,0.176470588235294,0.411764705882353,0,0.588235294117647,0.529411764705882,0.235294117647059,0.117647058823529,6,4,0,3,0,6,4,0,0,23,3,1,0.705882352941177,0.0588235294117647,0.470588235294118,0.470588235294118,6,0,2,1,2,8,3,1,0.176470588235294,0.235294117647059,1,0.294117647058824,0,3,2,2,3,0,10,3,1,0,0,0.176470588235294,0.352941176470588,0.235294117647059,0.411764705882353,0,0.823529411764706,0.176470588235294,0.0588235294117647,0,0,0,1,0,1,0,2,0,0,4,1,0,0.176470588235294,0.235294117647059,1,0.294117647058824,0,3,2,2,3,0,10,3,1,0,0.882352941176471,0,0.294117647058824,0,0,2,0,2,0,4,1,0,0.352941176470588,0.176470588235294,0.352941176470588,0.529411764705882,0.823529411764706,1,0,3,2,4,10,3,1
"38","ghormach",24,0.875,0.875,0.125,4,4,0,8,3,1,0.791666666666667,0.875,0.458333333333333,0.625,0.5,0.25,0.416666666666667,0.0416666666666667,0,6,4,3,6,1,0,2,0,0,22,3,1,0.958333333333333,0.291666666666667,0.666666666666667,0.0416666666666667,6,3,4,0,4,10,4,1,0.25,0.0833333333333333,0.875,0.291666666666667,0.75,3,0,2,3,2,10,3,1,0.0833333333333333,0.541666666666667,0,0.416666666666667,0.0416666666666667,0.208333333333333,0.291666666666667,0.208333333333333,0,0.0833333333333333,0,4,0,1,0,0,3,0,0,0,8,1,0,0.25,0.0833333333333333,0.875,0.291666666666667,0.75,3,0,2,3,2,10,3,1,0.0416666666666667,0.25,0,0.166666666666667,0.666666666666667,0,0,0,0,2,2,1,0,0.125,0.5,0.0416666666666667,0.291666666666667,0.875,0,3,0,1,4,8,2,0
"39","giro",21,1,0.142857142857143,0,0,4,0,4,2,0,0.0952380952380952,0.142857142857143,0,0.0476190476190476,0,0.0476190476190476,0.142857142857143,0.19047619047619,0.19047619047619,0,0,0,0,0,0,0,0,0,0,1,0,0.952380952380952,0.0476190476190476,0.19047619047619,0.714285714285714,6,0,0,2,2,8,3,1,0,0.0476190476190476,1,0,0.0476190476190476,0,0,2,0,0,2,1,0,0,0,0.0952380952380952,0.619047619047619,0.238095238095238,0.476190476190476,0,0,0.0952380952380952,0.19047619047619,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0.0476190476190476,1,0,0.0476190476190476,0,0,2,0,0,2,1,0,0,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.952380952380952,0,0,0,0,4,4,1,0,0.142857142857143,0.285714285714286,0.0476190476190476,0.952380952380952,0.904761904761905,0,3,0,2,4,9,3,1
"40","gomal",35,0.914285714285714,0.0285714285714286,0.657142857142857,0,4,8,12,4,1,0.714285714285714,0.628571428571429,0.171428571428571,0.457142857142857,0.0571428571428571,0.4,0.457142857142857,0.0571428571428571,0.342857142857143,6,4,0,3,0,3,2,0,2,20,2,0,0.971428571428571,0.428571428571429,0.457142857142857,0.114285714285714,6,3,2,0,2,8,3,1,0.0571428571428571,0.514285714285714,0.742857142857143,0.0857142857142857,0,0,4,1,0,0,5,2,0,0.0285714285714286,0.2,0.2,0.485714285714286,0.228571428571429,0.257142857142857,0.485714285714286,0.285714285714286,0.171428571428571,0.628571428571429,0,2,0,1,0,1,3,1,0,2,10,2,0,0.0571428571428571,0.514285714285714,0.742857142857143,0.0857142857142857,0,0,4,1,0,0,5,2,0,0.314285714285714,0.514285714285714,0.114285714285714,0.0857142857142857,0.771428571428571,2,2,0,0,4,8,2,0,0.457142857142857,0.685714285714286,0,0.885714285714286,0.6,1,6,0,2,4,13,3,1
"41","hesarak",33,0.96969696969697,0.0909090909090909,0.848484848484849,0,4,8,12,4,1,0.96969696969697,1,0.787878787878788,0.96969696969697,0,0.575757575757576,0.666666666666667,0.545454545454545,0.272727272727273,6,4,6,6,0,6,4,2,2,36,4,1,0.393939393939394,0.0303030303030303,0.181818181818182,0.151515151515152,3,0,0,0,0,3,1,0,0,0.0303030303030303,0.909090909090909,0.0303030303030303,0.393939393939394,0,0,2,0,1,3,1,0,0.0303030303030303,0.181818181818182,0,0.424242424242424,0,0.424242424242424,0.151515151515152,0.212121212121212,0.242424242424242,0.181818181818182,0,2,0,1,0,1,0,0,0,0,4,1,0,0,0.0303030303030303,0.909090909090909,0.0303030303030303,0.393939393939394,0,0,2,0,1,3,1,0,0,0,0.0303030303030303,0.727272727272727,1,0,0,0,4,4,8,2,0,0.636363636363636,0.212121212121212,0.424242424242424,0.575757575757576,0.545454545454545,2,0,3,2,4,11,3,1
"42","imam_sahib",60,0.333333333333333,0.116666666666667,0.316666666666667,0,2,4,6,2,0,0.433333333333333,0.616666666666667,0.483333333333333,0.35,0.0333333333333333,0.483333333333333,0.483333333333333,0.416666666666667,0.15,3,4,3,3,0,3,2,1,0,19,2,0,0.933333333333333,0.616666666666667,0.333333333333333,0.05,6,6,2,0,6,12,4,1,0.1,0.0166666666666667,0.983333333333333,0.55,0.0833333333333333,0,0,2,6,0,8,2,0,0,0.5,0.1,0.3,0.0333333333333333,0.383333333333333,0.216666666666667,0.133333333333333,0.116666666666667,0.133333333333333,0,4,0,1,0,1,0,0,0,0,6,1,0,0.1,0.0166666666666667,0.983333333333333,0.55,0.0833333333333333,0,0,2,6,0,8,2,0,0.0166666666666667,0.466666666666667,0.0833333333333333,0.05,0.0666666666666667,0,1,0,0,0,1,1,0,0.25,0.5,0.0833333333333333,0.783333333333333,0.85,0,3,0,2,4,9,3,1
"43","jawand",72,0.958333333333333,0.861111111111111,0.319444444444444,4,4,4,12,4,1,0.930555555555556,0.833333333333333,0.847222222222222,0.458333333333333,0.902777777777778,0.222222222222222,0.583333333333333,0.125,0.347222222222222,6,4,6,3,2,0,4,0,2,27,3,1,0.958333333333333,0.458333333333333,0.25,0.222222222222222,6,3,0,0,0,6,2,0,0.291666666666667,0.444444444444444,0.958333333333333,0.138888888888889,0.0694444444444444,3,4,2,0,0,9,3,1,0,0.611111111111111,0.0138888888888889,0.152777777777778,0.0694444444444444,0.111111111111111,0.222222222222222,0.583333333333333,0.0138888888888889,0.0972222222222222,0,4,0,0,0,0,0,2,0,0,6,1,0,0.291666666666667,0.444444444444444,0.958333333333333,0.138888888888889,0.0694444444444444,3,4,2,0,0,9,3,1,0.805555555555556,0.180555555555556,0.0416666666666667,0.0694444444444444,0.638888888888889,4,0,0,0,2,6,2,0,0.263888888888889,0.583333333333333,0.125,0.708333333333333,0.958333333333333,1,6,0,2,4,13,3,1
"44","jorm",24,0.333333333333333,0.125,0.875,0,2,8,10,3,1,0.875,0.875,0.5,0.833333333333333,0,0.125,0.0833333333333333,0.166666666666667,0.0416666666666667,6,4,3,6,0,0,0,0,0,19,2,0,0.708333333333333,0.208333333333333,0.666666666666667,0.125,6,0,4,0,4,10,4,1,0.0833333333333333,0.0416666666666667,0.0833333333333333,0.25,0,0,0,0,0,0,0,1,0,0,0.125,0.666666666666667,0.291666666666667,0.416666666666667,0.458333333333333,0.166666666666667,0.791666666666667,0.416666666666667,0.291666666666667,0,0,4,1,2,1,0,2,2,1,13,2,0,0.0833333333333333,0.0416666666666667,0.0833333333333333,0.25,0,0,0,0,0,0,0,1,0,0,0.583333333333333,0.0833333333333333,0.25,0.625,0,2,0,0,2,4,1,0,0.458333333333333,0.291666666666667,0.125,0.25,0.583333333333333,1,3,0,0,4,8,2,0
"45","kakar",37,1,0.972972972972973,0.0540540540540541,4,4,0,8,3,1,0.972972972972973,1,0,1,0.135135135135135,0.027027027027027,0.108108108108108,0.108108108108108,0.027027027027027,6,4,0,6,0,0,0,0,0,16,2,0,1,0.0810810810810811,0.891891891891892,0.027027027027027,6,0,4,0,4,10,4,1,0.297297297297297,0.675675675675676,1,0.108108108108108,0.135135135135135,3,4,2,0,0,9,3,1,0,0.027027027027027,0,0.027027027027027,0,0.0810810810810811,0.0540540540540541,0.918918918918919,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0.297297297297297,0.675675675675676,1,0.108108108108108,0.135135135135135,3,4,2,0,0,9,3,1,0,0.0540540540540541,0,0,0.027027027027027,0,0,0,0,0,0,1,0,0.162162162162162,0.945945945945946,0.027027027027027,1,1,0,6,0,2,4,12,3,1
"46","khak_e_safed",16,0.875,0.5625,0,4,4,0,8,3,1,0.9375,0.75,0.6875,0.75,0.125,0.375,0.5,0.1875,0.625,6,4,6,6,0,3,2,0,4,31,4,1,0.875,0.3125,0.5,0.125,6,3,2,0,2,8,3,1,0.0625,0.0625,0.9375,0.0625,0.9375,0,0,2,0,2,4,1,0,0.125,0.5625,0.1875,0.5625,0.3125,0.5625,0.1875,0.125,0,0.25,0,4,0,2,2,2,0,0,0,0,10,2,0,0.0625,0.0625,0.9375,0.0625,0.9375,0,0,2,0,2,4,1,0,0,0,0.125,0.625,1,0,0,0,4,4,8,2,0,0.4375,0.0625,0.6875,0.8125,1,1,0,6,2,4,13,3,1
"47","khakrez",36,0.944444444444444,0.944444444444444,0.111111111111111,4,4,0,8,3,1,0.666666666666667,0.75,0,0.694444444444444,0.777777777777778,0.111111111111111,0.138888888888889,0.0277777777777778,0.527777777777778,6,4,0,6,2,0,0,0,4,22,3,1,0.916666666666667,0.611111111111111,0.222222222222222,0.111111111111111,6,6,0,0,6,12,4,1,0,0.0833333333333333,0.972222222222222,0,0,0,0,2,0,0,2,1,0,0,0.166666666666667,0,0.361111111111111,0.0277777777777778,0.222222222222222,0.222222222222222,0.166666666666667,0,0.333333333333333,0,2,0,1,0,0,0,0,0,1,4,1,0,0,0.0833333333333333,0.972222222222222,0,0,0,0,2,0,0,2,1,0,0.25,0.25,0.0277777777777778,0.333333333333333,0.694444444444444,0,0,0,2,2,4,1,0,0.0833333333333333,0.888888888888889,0.0833333333333333,0.888888888888889,0.888888888888889,0,6,0,2,4,12,3,1
"48","khan_abad",28,0.821428571428571,0.178571428571429,0.714285714285714,0,4,8,12,4,1,0.571428571428571,0.642857142857143,0.0714285714285714,0.428571428571429,0,0.25,0.0714285714285714,0.178571428571429,0.142857142857143,6,4,0,3,0,0,0,0,0,13,2,0,0.964285714285714,0.142857142857143,0.678571428571429,0.178571428571429,6,0,4,0,4,10,4,1,0.178571428571429,0.107142857142857,0.75,0.107142857142857,0,3,0,1,0,0,4,1,0,0,0.107142857142857,0.25,0.357142857142857,0.0357142857142857,0.142857142857143,0.214285714285714,0.107142857142857,0.107142857142857,0.214285714285714,0,0,0,1,0,0,0,0,0,0,1,1,0,0.178571428571429,0.107142857142857,0.75,0.107142857142857,0,3,0,1,0,0,4,1,0,0,0.428571428571429,0.142857142857143,0.214285714285714,0.142857142857143,0,1,0,0,0,1,1,0,0.285714285714286,0.285714285714286,0.142857142857143,0.464285714285714,0.678571428571429,1,3,0,1,4,9,3,1
"49","khas_kunar",20,0.15,0,0,0,0,0,0,1,0,0.1,0.05,0.45,0.05,0,0.05,0.05,0,0.05,0,0,3,0,0,0,0,0,0,3,1,0,0.65,0.9,0.1,0,6,6,0,0,6,12,4,1,0.05,0.25,0,0.15,0.3,0,2,0,0,1,3,1,0,0.1,0.55,0.75,0.25,0.1,0.1,0.25,0.2,0,0.3,0,4,4,0,0,0,0,0,0,1,9,2,0,0.05,0.25,0,0.15,0.3,0,2,0,0,1,3,1,0,0,0.2,0,0.05,0.65,0,0,0,0,2,2,1,0,0.25,0.1,0.05,0.35,0.5,0,0,0,1,2,3,1,0
"50","khas_uruzgan",46,0.760869565217391,0.41304347826087,0.173913043478261,2,4,4,10,3,1,0.304347826086957,0.0869565217391304,0.195652173913043,0.347826086956522,0.260869565217391,0.217391304347826,0.0217391304347826,0,0.195652173913043,3,0,0,3,1,0,0,0,0,7,1,0,0.673913043478261,0.543478260869565,0.456521739130435,0,6,6,2,0,6,12,4,1,0,0.652173913043478,0.978260869565217,0.0869565217391304,0.0217391304347826,0,4,2,0,0,6,2,0,0.0434782608695652,0.0869565217391304,0.130434782608696,0.652173913043478,0.0869565217391304,0.347826086956522,0.152173913043478,0.239130434782609,0.0217391304347826,0.5,0,0,0,2,0,1,0,0,0,1,4,1,0,0,0.652173913043478,0.978260869565217,0.0869565217391304,0.0217391304347826,0,4,2,0,0,6,2,0,0.0869565217391304,0.173913043478261,0.0434782608695652,0.108695652173913,0.760869565217391,0,0,0,0,4,4,1,0,0.304347826086957,0.41304347826087,0.260869565217391,0.565217391304348,0.673913043478261,1,3,3,2,4,13,3,1
"51","khogyani",39,0.512820512820513,0.333333333333333,0.282051282051282,2,4,4,10,3,1,0.435897435897436,0.512820512820513,0.333333333333333,0.307692307692308,0.0256410256410256,0.307692307692308,0.384615384615385,0.256410256410256,0.358974358974359,3,4,3,3,0,3,2,1,2,21,3,1,0.743589743589744,0.435897435897436,0.230769230769231,0.333333333333333,6,3,0,1,1,7,3,1,0.384615384615385,0.256410256410256,0.102564102564103,0.0256410256410256,0.512820512820513,6,2,0,0,2,10,3,1,0,0.0512820512820513,0,0.41025641025641,0.0256410256410256,0.0769230769230769,0.0512820512820513,0.615384615384615,0.153846153846154,0.179487179487179,0,0,0,1,0,0,0,2,0,0,3,1,0,0.384615384615385,0.256410256410256,0.102564102564103,0.0256410256410256,0.512820512820513,6,2,0,0,2,10,3,1,0,0.0512820512820513,0,0.0769230769230769,0.897435897435897,0,0,0,0,4,4,1,0,0.102564102564103,0.846153846153846,0.0769230769230769,0.717948717948718,0.871794871794872,0,6,0,2,4,12,3,1
"52","khwaja_gahr",26,0.423076923076923,0.115384615384615,0.730769230769231,0,2,8,10,3,1,0.615384615384615,0.961538461538462,1,0.769230769230769,0,0.461538461538462,0.423076923076923,0.461538461538462,0.153846153846154,6,4,6,6,0,3,2,1,0,28,3,1,1,0,0.884615384615385,0.115384615384615,6,0,4,0,4,10,4,1,0.5,0,0.923076923076923,0.461538461538462,0,6,0,2,3,0,11,3,1,0,0.807692307692308,0.230769230769231,0.653846153846154,0.461538461538462,0.5,0.807692307692308,0.0384615384615385,0,0.269230769230769,0,4,0,2,2,1,6,0,0,1,16,2,0,0.5,0,0.923076923076923,0.461538461538462,0,6,0,2,3,0,11,3,1,0,0.346153846153846,0.0384615384615385,0.0769230769230769,0.0384615384615385,0,1,0,0,0,1,1,0,0.230769230769231,0.0769230769230769,0,0.153846153846154,0.961538461538462,0,0,0,0,4,4,1,0
"53","khwaja_sabz_posh",20,0.35,0.3,0.55,2,2,8,12,4,1,0.8,0.85,0.55,1,0.1,0.8,0.8,0.15,0.05,6,4,6,6,0,6,4,0,0,32,4,1,1,0.15,0.55,0.3,6,0,4,1,4,10,4,1,0.15,0,0.55,0.35,0.5,0,0,1,3,1,5,2,0,0,0.6,0.05,0.25,0,0.05,1,0,0.25,0.2,0,4,0,0,0,0,6,0,0,0,10,2,0,0.15,0,0.55,0.35,0.5,0,0,1,3,1,5,2,0,0,0.4,0.25,0.4,1,0,1,0,2,4,7,2,0,0.4,0.9,0.1,0.1,0.9,1,6,0,0,4,11,3,1
"54","kot",14,0.285714285714286,0.142857142857143,0,0,2,0,2,1,0,0,0.0714285714285714,0,0,0,0,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.285714285714286,0.357142857142857,0.357142857142857,6,3,2,1,2,8,3,1,0,0.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.857142857142857,0.0714285714285714,0.714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143,0.0714285714285714,0,4,4,0,4,0,0,1,0,0,13,2,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0.142857142857143,0,0,1,0,0,0,0,4,4,1,0,0.357142857142857,0.428571428571429,0,0.142857142857143,0.357142857142857,1,3,0,0,2,6,2,0
"55","lashkargah",33,0.909090909090909,0,0.333333333333333,0,4,8,12,4,1,0.393939393939394,0.484848484848485,0.636363636363636,0.333333333333333,0,0.454545454545455,0.272727272727273,0.303030303030303,0.363636363636364,3,2,6,3,0,3,2,1,2,22,3,1,0.666666666666667,0.121212121212121,0.272727272727273,0.515151515151515,6,0,2,2,2,8,3,1,0.393939393939394,0.0909090909090909,0.818181818181818,0,0.121212121212121,6,0,2,0,0,8,2,0,0,0.151515151515152,0.0303030303030303,0.303030303030303,0.0606060606060606,0.363636363636364,0.303030303030303,0.0303030303030303,0,0.272727272727273,0,0,0,1,0,1,3,0,0,1,6,1,0,0.393939393939394,0.0909090909090909,0.818181818181818,0,0.121212121212121,6,0,2,0,0,8,2,0,0.0303030303030303,0,0,0.0606060606060606,0.181818181818182,0,0,0,0,0,0,1,0,0.121212121212121,0,0.333333333333333,0.757575757575758,0.515151515151515,0,0,3,2,4,9,3,1
